rep	ct0	ct1	ct2	ct3	ct4	ct5	selected	convergent	rel_conv
3131	1495	45	1	0	0	0	46	1	0.021739130434782608
3132	1469	60	4	0	0	0	64	4	0.0625
3133	1503	36	3	0	0	0	39	3	0.07692307692307693
3134	1483	47	1	0	0	0	48	1	0.020833333333333332
3135	1484	49	2	0	0	0	51	2	0.0392156862745098
3136	1471	52	2	0	0	0	54	2	0.037037037037037035
3137	1483	55	1	0	0	0	56	1	0.017857142857142856
3138	1490	40	2	0	0	0	42	2	0.047619047619047616
3139	1492	50	3	0	0	0	53	3	0.05660377358490566
314	1473	45	4	0	0	0	49	4	0.08163265306122448
3140	1488	47	2	0	0	0	49	2	0.04081632653061224
3141	1475	41	3	1	0	0	45	4	0.08888888888888889
3142	1464	46	3	0	0	0	49	3	0.061224489795918366
3143	1437	53	4	0	0	0	57	4	0.07017543859649122
3144	1481	33	3	0	0	0	36	3	0.08333333333333333
3145	1457	49	2	0	0	0	51	2	0.0392156862745098
3146	1477	48	6	0	0	0	54	6	0.1111111111111111
3147	1478	52	3	0	0	0	55	3	0.05454545454545454
3148	1492	39	4	1	0	0	44	5	0.11363636363636363
3149	1487	40	2	0	0	0	42	2	0.047619047619047616
315	1473	62	3	0	0	0	65	3	0.046153846153846156
3150	1471	46	4	0	0	0	50	4	0.08
3151	1480	39	2	0	0	0	41	2	0.04878048780487805
3152	1469	45	1	0	0	0	46	1	0.021739130434782608
3153	1484	41	3	0	0	0	44	3	0.06818181818181818
3154	1476	44	3	0	0	0	47	3	0.06382978723404255
3155	1462	37	6	1	0	0	44	7	0.1590909090909091
3156	1503	47	0	0	0	0	47	0	0
3157	1464	50	4	0	0	0	54	4	0.07407407407407407
3158	1462	41	3	0	0	0	44	3	0.06818181818181818
3159	1487	51	1	0	0	0	52	1	0.019230769230769232
316	1467	50	5	0	0	0	55	5	0.09090909090909091
3160	1497	46	2	0	0	0	48	2	0.041666666666666664
3161	1459	41	4	2	0	0	47	6	0.1276595744680851
3162	1471	56	3	0	0	0	59	3	0.05084745762711865
3163	1471	41	3	0	0	0	44	3	0.06818181818181818
3164	1469	37	2	0	0	0	39	2	0.05128205128205128
3165	1467	48	5	0	0	0	53	5	0.09433962264150944
3166	1500	45	4	0	0	0	49	4	0.08163265306122448
3167	1473	47	2	0	0	0	49	2	0.04081632653061224
3168	1461	48	2	1	0	0	51	3	0.058823529411764705
3169	1524	49	4	0	0	0	53	4	0.07547169811320754
317	1453	41	4	0	0	0	45	4	0.08888888888888889
3170	1450	37	1	0	0	0	38	1	0.02631578947368421
3171	1447	53	1	0	0	0	54	1	0.018518518518518517
3172	1466	58	3	0	0	0	61	3	0.04918032786885246
3173	1470	42	3	1	0	0	46	4	0.08695652173913043
3174	1480	40	1	0	0	0	41	1	0.024390243902439025
3175	1474	47	3	0	0	0	50	3	0.06
3176	1474	48	5	0	0	0	53	5	0.09433962264150944
3177	1508	45	1	0	0	0	46	1	0.021739130434782608
3178	1493	59	3	0	0	0	62	3	0.04838709677419355
3179	1454	48	3	0	0	0	51	3	0.058823529411764705
318	1457	47	2	0	0	0	49	2	0.04081632653061224
3180	1462	40	4	0	0	0	44	4	0.09090909090909091
3181	1514	40	4	0	0	0	44	4	0.09090909090909091
3182	1478	45	3	0	0	0	48	3	0.0625
3183	1483	51	2	0	0	0	53	2	0.03773584905660377
3184	1491	50	2	0	0	0	52	2	0.038461538461538464
3185	1464	46	2	0	0	0	48	2	0.041666666666666664
3186	1475	47	4	0	1	0	52	5	0.09615384615384616
3187	1489	44	4	0	0	0	48	4	0.08333333333333333
3188	1453	50	2	0	0	0	52	2	0.038461538461538464
3189	1468	38	1	1	0	0	40	2	0.05
319	1507	43	3	0	0	0	46	3	0.06521739130434782
3190	1488	50	2	0	0	0	52	2	0.038461538461538464
3191	1458	43	1	0	0	0	44	1	0.022727272727272728
3192	1493	55	2	0	0	0	57	2	0.03508771929824561
3193	1441	41	2	0	0	0	43	2	0.046511627906976744
3194	1454	45	0	0	0	0	45	0	0
3195	1458	39	0	0	0	0	39	0	0
3196	1483	47	3	0	0	0	50	3	0.06
3197	1496	54	4	0	0	0	58	4	0.06896551724137931
3198	1502	50	0	0	0	0	50	0	0
3199	1479	39	0	0	0	0	39	0	0
32	1477	52	2	1	0	0	55	3	0.05454545454545454
320	1490	39	1	0	0	0	40	1	0.025
3200	1456	52	1	0	0	0	53	1	0.018867924528301886
3201	1469	48	4	0	0	0	52	4	0.07692307692307693
3202	1474	36	1	0	0	0	37	1	0.02702702702702703
3203	1459	43	6	0	0	0	49	6	0.12244897959183673
3204	1495	42	2	1	0	0	45	3	0.06666666666666667
3205	1465	50	0	0	0	0	50	0	0
3206	1478	42	3	0	0	0	45	3	0.06666666666666667
3207	1490	29	5	0	0	0	34	5	0.14705882352941177
3208	1447	28	0	0	0	0	28	0	0
3209	1459	42	5	0	0	0	47	5	0.10638297872340426
321	1449	62	2	0	0	0	64	2	0.03125
3210	1460	40	5	0	0	0	45	5	0.1111111111111111
3211	1476	48	6	0	0	0	54	6	0.1111111111111111
3212	1487	52	0	1	0	0	53	1	0.018867924528301886
3213	1501	44	6	0	0	0	50	6	0.12
3214	1461	43	4	1	0	0	48	5	0.10416666666666667
3215	1530	50	4	0	0	0	54	4	0.07407407407407407
3216	1471	40	3	0	0	0	43	3	0.06976744186046512
3217	1468	43	1	0	0	0	44	1	0.022727272727272728
3218	1507	53	1	0	0	0	54	1	0.018518518518518517
3219	1483	45	1	0	0	0	46	1	0.021739130434782608
322	1477	47	1	1	0	0	49	2	0.04081632653061224
3220	1474	48	5	0	0	0	53	5	0.09433962264150944
3221	1500	46	1	0	0	0	47	1	0.02127659574468085
3222	1480	53	4	0	0	0	57	4	0.07017543859649122
3223	1460	39	0	0	0	0	39	0	0
3224	1488	42	7	0	0	0	49	7	0.14285714285714285
3225	1482	49	4	0	0	0	53	4	0.07547169811320754
3226	1454	47	4	0	0	0	51	4	0.0784313725490196
3227	1501	44	1	0	0	0	45	1	0.022222222222222223
3228	1455	44	0	0	0	0	44	0	0
3229	1459	40	5	0	0	0	45	5	0.1111111111111111
323	1452	42	3	0	0	0	45	3	0.06666666666666667
3230	1459	52	1	0	0	0	53	1	0.018867924528301886
3231	1460	46	3	0	0	0	49	3	0.061224489795918366
3232	1477	50	2	0	0	0	52	2	0.038461538461538464
3233	1479	41	1	0	0	0	42	1	0.023809523809523808
3234	1489	49	4	1	0	0	54	5	0.09259259259259259
3235	1465	50	3	0	0	0	53	3	0.05660377358490566
3236	1495	60	4	0	0	0	64	4	0.0625
3237	1455	49	1	0	0	0	50	1	0.02
3238	1455	47	1	1	0	0	49	2	0.04081632653061224
3239	1458	42	4	0	0	0	46	4	0.08695652173913043
324	1443	42	1	0	0	0	43	1	0.023255813953488372
3240	1478	47	3	0	0	0	50	3	0.06
3241	1458	47	2	1	0	0	50	3	0.06
3242	1478	42	1	0	0	0	43	1	0.023255813953488372
3243	1460	37	0	0	0	0	37	0	0
3244	1493	53	3	0	0	0	56	3	0.05357142857142857
3245	1492	46	5	0	0	0	51	5	0.09803921568627451
3246	1489	38	2	1	0	0	41	3	0.07317073170731707
3247	1466	42	3	1	0	0	46	4	0.08695652173913043
3248	1457	46	7	1	0	0	54	8	0.14814814814814814
3249	1480	49	3	0	0	0	52	3	0.057692307692307696
325	1466	46	2	0	0	0	48	2	0.041666666666666664
3250	1469	39	2	0	0	0	41	2	0.04878048780487805
3251	1473	57	2	0	0	0	59	2	0.03389830508474576
3252	1520	50	0	0	0	0	50	0	0
3253	1505	59	1	0	0	0	60	1	0.016666666666666666
3254	1462	56	4	0	0	0	60	4	0.06666666666666667
3255	1472	53	3	0	0	0	56	3	0.05357142857142857
3256	1471	49	2	0	0	0	51	2	0.0392156862745098
3257	1499	34	0	0	0	0	34	0	0
3258	1468	44	3	0	0	0	47	3	0.06382978723404255
3259	1475	49	1	0	0	0	50	1	0.02
326	1480	37	4	0	0	0	41	4	0.0975609756097561
3260	1471	49	2	0	0	0	51	2	0.0392156862745098
3261	1487	55	0	0	0	0	55	0	0
3262	1488	38	5	0	0	0	43	5	0.11627906976744186
3263	1480	63	3	0	0	0	66	3	0.045454545454545456
3264	1512	33	3	0	0	0	36	3	0.08333333333333333
3265	1468	56	3	0	0	0	59	3	0.05084745762711865
3266	1468	47	3	0	0	0	50	3	0.06
3267	1487	45	1	0	0	0	46	1	0.021739130434782608
3268	1472	43	2	0	0	0	45	2	0.044444444444444446
3269	1511	40	4	0	0	0	44	4	0.09090909090909091
327	1485	49	1	0	0	0	50	1	0.02
3270	1488	37	1	1	0	0	39	2	0.05128205128205128
3271	1466	41	4	0	0	0	45	4	0.08888888888888889
3272	1485	46	2	0	0	0	48	2	0.041666666666666664
3273	1449	30	3	0	0	0	33	3	0.09090909090909091
3274	1490	46	2	0	0	0	48	2	0.041666666666666664
3275	1487	44	4	1	0	0	49	5	0.10204081632653061
3276	1462	55	7	0	0	0	62	7	0.11290322580645161
3277	1448	51	1	0	0	0	52	1	0.019230769230769232
3278	1466	52	1	0	0	0	53	1	0.018867924528301886
3279	1483	38	5	0	0	0	43	5	0.11627906976744186
328	1484	51	2	0	0	0	53	2	0.03773584905660377
3280	1496	42	2	0	0	0	44	2	0.045454545454545456
3281	1447	39	2	0	0	0	41	2	0.04878048780487805
3282	1457	50	2	0	0	0	52	2	0.038461538461538464
3283	1483	43	2	0	0	0	45	2	0.044444444444444446
3284	1466	39	2	0	0	0	41	2	0.04878048780487805
3285	1492	41	2	0	0	0	43	2	0.046511627906976744
3286	1488	42	1	0	0	0	43	1	0.023255813953488372
3287	1464	51	4	1	0	0	56	5	0.08928571428571429
3288	1432	51	4	0	0	0	55	4	0.07272727272727272
3289	1499	38	3	0	0	0	41	3	0.07317073170731707
329	1467	52	1	0	0	0	53	1	0.018867924528301886
3290	1484	45	1	0	0	0	46	1	0.021739130434782608
3291	1470	42	0	0	0	0	42	0	0
3292	1469	31	2	0	0	0	33	2	0.06060606060606061
3293	1458	37	4	0	0	0	41	4	0.0975609756097561
3294	1489	35	6	0	0	0	41	6	0.14634146341463414
3295	1463	58	1	0	0	0	59	1	0.01694915254237288
3296	1484	46	4	0	0	0	50	4	0.08
3297	1469	35	0	0	0	0	35	0	0
3298	1465	54	5	0	0	0	59	5	0.0847457627118644
3299	1482	57	3	0	0	0	60	3	0.05
33	1456	51	1	0	0	0	52	1	0.019230769230769232
330	1507	46	0	0	0	0	46	0	0
3300	1446	50	2	0	0	0	52	2	0.038461538461538464
3301	1461	38	3	0	0	0	41	3	0.07317073170731707
3302	1478	45	5	0	0	0	50	5	0.1
3303	1500	45	2	0	0	0	47	2	0.0425531914893617
3304	1482	45	1	0	0	0	46	1	0.021739130434782608
3305	1462	38	1	0	0	0	39	1	0.02564102564102564
3306	1480	40	3	1	0	0	44	4	0.09090909090909091
3307	1475	49	3	0	0	0	52	3	0.057692307692307696
3308	1497	56	2	0	0	0	58	2	0.034482758620689655
3309	1470	47	2	1	0	0	50	3	0.06
331	1489	42	3	0	0	0	45	3	0.06666666666666667
3310	1460	53	1	0	0	0	54	1	0.018518518518518517
3311	1525	42	2	0	0	0	44	2	0.045454545454545456
3312	1482	45	5	0	0	0	50	5	0.1
3313	1476	36	3	0	0	0	39	3	0.07692307692307693
3314	1511	47	3	0	0	0	50	3	0.06
3315	1472	44	3	0	0	0	47	3	0.06382978723404255
3316	1449	43	3	0	0	0	46	3	0.06521739130434782
3317	1448	57	2	0	0	0	59	2	0.03389830508474576
3318	1458	36	5	0	0	0	41	5	0.12195121951219512
3319	1430	38	3	0	0	0	41	3	0.07317073170731707
332	1475	39	4	0	0	0	43	4	0.09302325581395349
3320	1463	50	6	0	0	0	56	6	0.10714285714285714
3321	1487	51	2	0	0	0	53	2	0.03773584905660377
3322	1515	39	1	0	0	0	40	1	0.025
3323	1488	40	2	0	0	0	42	2	0.047619047619047616
3324	1482	49	3	0	0	0	52	3	0.057692307692307696
3325	1469	45	5	0	0	0	50	5	0.1
3326	1458	55	5	0	0	0	60	5	0.08333333333333333
3327	1476	49	6	0	0	0	55	6	0.10909090909090909
3328	1463	28	3	1	0	0	32	4	0.125
3329	1461	45	1	0	0	0	46	1	0.021739130434782608
333	1481	41	0	0	0	0	41	0	0
3330	1476	48	2	0	0	0	50	2	0.04
3331	1453	46	3	0	0	0	49	3	0.061224489795918366
3332	1504	46	3	0	0	0	49	3	0.061224489795918366
3333	1448	43	3	0	0	0	46	3	0.06521739130434782
3334	1492	50	2	0	0	0	52	2	0.038461538461538464
3335	1484	43	1	0	0	0	44	1	0.022727272727272728
3336	1457	38	2	1	0	0	41	3	0.07317073170731707
3337	1474	56	1	0	0	0	57	1	0.017543859649122806
3338	1454	46	1	0	0	0	47	1	0.02127659574468085
3339	1481	53	1	0	0	0	54	1	0.018518518518518517
334	1437	46	3	0	0	0	49	3	0.061224489795918366
3340	1489	41	3	0	0	0	44	3	0.06818181818181818
3341	1497	44	3	0	0	0	47	3	0.06382978723404255
3342	1488	42	1	0	0	0	43	1	0.023255813953488372
3343	1438	43	2	0	0	0	45	2	0.044444444444444446
3344	1499	47	6	0	0	0	53	6	0.11320754716981132
3345	1452	60	3	0	0	0	63	3	0.047619047619047616
3346	1460	52	2	0	0	0	54	2	0.037037037037037035
3347	1465	39	3	0	0	0	42	3	0.07142857142857142
3348	1498	48	2	1	0	0	51	3	0.058823529411764705
3349	1460	43	1	0	0	0	44	1	0.022727272727272728
335	1492	45	3	0	0	0	48	3	0.0625
3350	1448	46	0	0	0	0	46	0	0
3351	1478	45	8	0	0	0	53	8	0.1509433962264151
3352	1466	36	3	1	0	0	40	4	0.1
3353	1465	41	1	0	0	0	42	1	0.023809523809523808
3354	1457	41	1	0	0	0	42	1	0.023809523809523808
3355	1486	47	4	0	0	0	51	4	0.0784313725490196
3356	1478	50	1	1	0	0	52	2	0.038461538461538464
3357	1477	46	3	0	0	0	49	3	0.061224489795918366
3358	1464	51	2	0	0	0	53	2	0.03773584905660377
3359	1510	34	4	1	0	0	39	5	0.1282051282051282
336	1493	56	2	0	0	0	58	2	0.034482758620689655
3360	1479	46	0	0	0	0	46	0	0
3361	1502	42	4	0	0	0	46	4	0.08695652173913043
3362	1472	57	5	0	0	0	62	5	0.08064516129032258
3363	1477	47	4	0	0	0	51	4	0.0784313725490196
3364	1489	54	5	0	0	0	59	5	0.0847457627118644
3365	1486	43	3	0	0	0	46	3	0.06521739130434782
3366	1484	35	3	0	0	0	38	3	0.07894736842105263
3367	1479	50	0	0	0	0	50	0	0
3368	1477	43	0	0	0	0	43	0	0
3369	1466	46	2	0	0	0	48	2	0.041666666666666664
337	1419	43	7	0	0	0	50	7	0.14
3370	1438	36	4	0	0	0	40	4	0.1
3371	1500	54	2	1	0	0	57	3	0.05263157894736842
3372	1511	37	6	0	0	0	43	6	0.13953488372093023
3373	1485	52	1	0	0	0	53	1	0.018867924528301886
3374	1493	49	2	0	0	0	51	2	0.0392156862745098
3375	1471	45	5	0	0	0	50	5	0.1
3376	1469	49	4	1	0	0	54	5	0.09259259259259259
3377	1475	50	3	0	0	0	53	3	0.05660377358490566
3378	1499	44	1	0	0	0	45	1	0.022222222222222223
3379	1482	44	5	0	0	0	49	5	0.10204081632653061
338	1474	37	3	0	0	0	40	3	0.075
3380	1480	35	5	0	0	0	40	5	0.125
3381	1453	43	0	0	0	0	43	0	0
3382	1477	36	2	0	0	0	38	2	0.05263157894736842
3383	1489	34	3	0	0	0	37	3	0.08108108108108109
3384	1489	39	1	0	0	0	40	1	0.025
3385	1493	53	3	0	0	0	56	3	0.05357142857142857
3386	1475	53	0	0	0	0	53	0	0
3387	1481	43	3	0	0	0	46	3	0.06521739130434782
3388	1473	39	3	0	0	0	42	3	0.07142857142857142
3389	1485	35	2	0	0	0	37	2	0.05405405405405406
339	1529	44	3	0	0	0	47	3	0.06382978723404255
3390	1480	56	5	0	0	0	61	5	0.08196721311475409
3391	1450	35	2	0	0	0	37	2	0.05405405405405406
3392	1489	38	4	0	0	1	43	5	0.11627906976744186
3393	1466	54	3	0	0	0	57	3	0.05263157894736842
3394	1451	55	3	0	0	0	58	3	0.05172413793103448
3395	1468	49	4	0	0	0	53	4	0.07547169811320754
3396	1476	43	2	0	0	0	45	2	0.044444444444444446
3397	1480	38	3	0	0	0	41	3	0.07317073170731707
3398	1497	41	1	0	0	0	42	1	0.023809523809523808
3399	1438	42	4	0	0	0	46	4	0.08695652173913043
34	1447	67	2	0	0	0	69	2	0.028985507246376812
340	1486	57	2	1	0	0	60	3	0.05
3400	1488	36	4	0	0	0	40	4	0.1
3401	1485	50	1	0	0	0	51	1	0.0196078431372549
3402	1471	45	1	0	0	0	46	1	0.021739130434782608
3403	1494	50	4	1	0	0	55	5	0.09090909090909091
3404	1481	45	2	0	0	0	47	2	0.0425531914893617
3405	1511	41	2	0	0	0	43	2	0.046511627906976744
3406	1466	43	4	0	1	0	48	5	0.10416666666666667
3407	1472	39	2	0	0	0	41	2	0.04878048780487805
3408	1478	53	3	0	0	0	56	3	0.05357142857142857
3409	1504	34	2	0	0	0	36	2	0.05555555555555555
341	1441	54	1	0	0	0	55	1	0.01818181818181818
3410	1475	44	1	0	0	0	45	1	0.022222222222222223
3411	1454	43	3	0	0	0	46	3	0.06521739130434782
3412	1463	49	4	0	0	0	53	4	0.07547169811320754
3413	1477	40	1	0	0	0	41	1	0.024390243902439025
3414	1473	49	5	0	0	0	54	5	0.09259259259259259
3415	1445	42	4	1	0	0	47	5	0.10638297872340426
3416	1483	55	1	0	0	0	56	1	0.017857142857142856
3417	1472	45	3	2	0	0	50	5	0.1
3418	1443	50	3	0	0	0	53	3	0.05660377358490566
3419	1517	47	3	0	0	0	50	3	0.06
342	1478	38	2	0	0	0	40	2	0.05
3420	1483	47	2	0	0	0	49	2	0.04081632653061224
3421	1486	31	3	0	0	0	34	3	0.08823529411764706
3422	1422	45	2	0	0	0	47	2	0.0425531914893617
3423	1476	48	2	0	0	0	50	2	0.04
3424	1496	25	4	0	0	0	29	4	0.13793103448275862
3425	1464	41	2	0	0	0	43	2	0.046511627906976744
3426	1471	46	1	0	0	0	47	1	0.02127659574468085
3427	1454	48	4	0	0	0	52	4	0.07692307692307693
3428	1474	40	0	0	0	0	40	0	0
3429	1489	35	8	0	0	0	43	8	0.18604651162790697
343	1489	34	2	0	0	0	36	2	0.05555555555555555
3430	1464	48	4	0	0	0	52	4	0.07692307692307693
3431	1448	52	1	0	0	0	53	1	0.018867924528301886
3432	1473	56	2	0	0	0	58	2	0.034482758620689655
3433	1466	39	0	0	0	0	39	0	0
3434	1473	45	5	0	0	0	50	5	0.1
3435	1450	53	2	0	0	0	55	2	0.03636363636363636
3436	1468	48	4	1	0	0	53	5	0.09433962264150944
3437	1479	44	3	0	0	0	47	3	0.06382978723404255
3438	1459	40	3	0	0	0	43	3	0.06976744186046512
3439	1470	52	1	0	0	0	53	1	0.018867924528301886
344	1477	50	2	1	0	0	53	3	0.05660377358490566
3440	1513	50	0	0	0	0	50	0	0
3441	1496	49	4	0	0	0	53	4	0.07547169811320754
3442	1501	47	2	0	0	0	49	2	0.04081632653061224
3443	1474	34	2	0	0	0	36	2	0.05555555555555555
3444	1508	52	2	0	0	0	54	2	0.037037037037037035
3445	1495	48	4	0	0	0	52	4	0.07692307692307693
3446	1449	40	2	0	0	0	42	2	0.047619047619047616
3447	1472	40	5	0	0	0	45	5	0.1111111111111111
3448	1456	42	4	1	0	0	47	5	0.10638297872340426
3449	1488	56	2	0	0	0	58	2	0.034482758620689655
345	1453	47	2	0	0	0	49	2	0.04081632653061224
3450	1491	32	2	0	0	0	34	2	0.058823529411764705
3451	1485	45	2	0	0	0	47	2	0.0425531914893617
3452	1496	52	3	0	0	0	55	3	0.05454545454545454
3453	1494	50	2	0	0	0	52	2	0.038461538461538464
3454	1473	44	3	0	0	0	47	3	0.06382978723404255
3455	1458	46	2	0	0	0	48	2	0.041666666666666664
3456	1506	42	3	0	0	0	45	3	0.06666666666666667
3457	1465	44	3	0	0	0	47	3	0.06382978723404255
3458	1465	44	2	0	0	0	46	2	0.043478260869565216
3459	1500	50	3	0	0	0	53	3	0.05660377358490566
346	1458	44	2	0	0	0	46	2	0.043478260869565216
3460	1511	40	5	0	0	0	45	5	0.1111111111111111
3461	1479	53	1	0	0	0	54	1	0.018518518518518517
3462	1500	37	1	0	0	0	38	1	0.02631578947368421
3463	1460	51	2	0	0	0	53	2	0.03773584905660377
3464	1480	41	4	0	0	0	45	4	0.08888888888888889
3465	1456	23	6	0	0	0	29	6	0.20689655172413793
3466	1484	46	6	0	0	0	52	6	0.11538461538461539
3467	1451	48	2	0	0	0	50	2	0.04
3468	1444	48	1	0	0	0	49	1	0.02040816326530612
3469	1484	58	1	1	0	0	60	2	0.03333333333333333
347	1466	45	0	0	0	0	45	0	0
3470	1421	43	4	0	0	0	47	4	0.0851063829787234
3471	1446	32	5	0	0	0	37	5	0.13513513513513514
3472	1482	40	3	0	0	0	43	3	0.06976744186046512
3473	1460	48	2	0	0	0	50	2	0.04
3474	1495	60	3	0	0	0	63	3	0.047619047619047616
3475	1468	66	2	0	0	0	68	2	0.029411764705882353
3476	1465	47	3	0	0	0	50	3	0.06
3477	1449	46	2	0	0	0	48	2	0.041666666666666664
3478	1523	51	3	0	0	0	54	3	0.05555555555555555
3479	1441	37	4	0	0	0	41	4	0.0975609756097561
348	1496	39	2	0	0	0	41	2	0.04878048780487805
3480	1490	44	4	1	0	0	49	5	0.10204081632653061
3481	1485	38	2	0	0	0	40	2	0.05
3482	1448	47	3	0	0	0	50	3	0.06
3483	1478	60	3	0	0	0	63	3	0.047619047619047616
3484	1474	52	2	0	0	0	54	2	0.037037037037037035
3485	1500	44	5	0	0	0	49	5	0.10204081632653061
3486	1457	39	6	0	0	0	45	6	0.13333333333333333
3487	1472	45	4	0	0	0	49	4	0.08163265306122448
3488	1436	48	4	0	0	0	52	4	0.07692307692307693
3489	1470	45	1	0	0	0	46	1	0.021739130434782608
349	1454	48	0	0	0	0	48	0	0
3490	1462	38	2	0	0	0	40	2	0.05
3491	1504	50	1	1	0	0	52	2	0.038461538461538464
3492	1466	43	7	0	0	0	50	7	0.14
3493	1448	47	0	0	0	0	47	0	0
3494	1447	37	4	0	0	0	41	4	0.0975609756097561
3495	1479	36	1	0	0	0	37	1	0.02702702702702703
3496	1457	36	2	0	0	0	38	2	0.05263157894736842
3497	1469	41	1	0	0	0	42	1	0.023809523809523808
3498	1452	37	1	1	0	0	39	2	0.05128205128205128
3499	1473	47	5	0	0	0	52	5	0.09615384615384616
35	1475	42	0	0	0	0	42	0	0
350	1466	51	1	0	0	0	52	1	0.019230769230769232
3500	1463	52	4	1	0	0	57	5	0.08771929824561403
3501	1522	56	2	0	0	0	58	2	0.034482758620689655
3502	1474	46	5	0	0	0	51	5	0.09803921568627451
3503	1498	40	5	0	0	0	45	5	0.1111111111111111
3504	1463	54	2	0	0	0	56	2	0.03571428571428571
3505	1448	38	2	0	0	0	40	2	0.05
3506	1507	39	5	0	0	0	44	5	0.11363636363636363
3507	1480	43	2	0	0	0	45	2	0.044444444444444446
3508	1468	56	2	0	0	0	58	2	0.034482758620689655
3509	1484	47	1	1	0	0	49	2	0.04081632653061224
351	1473	44	1	0	0	0	45	1	0.022222222222222223
3510	1426	51	4	0	0	0	55	4	0.07272727272727272
3511	1464	46	3	0	0	0	49	3	0.061224489795918366
3512	1473	45	2	0	0	0	47	2	0.0425531914893617
3513	1492	46	1	1	0	0	48	2	0.041666666666666664
3514	1480	53	0	0	0	0	53	0	0
3515	1493	36	0	0	0	0	36	0	0
3516	1464	52	6	0	0	0	58	6	0.10344827586206896
3517	1463	60	3	1	0	0	64	4	0.0625
3518	1500	54	6	0	0	0	60	6	0.1
3519	1477	48	1	0	0	0	49	1	0.02040816326530612
352	1446	48	1	0	0	0	49	1	0.02040816326530612
3520	1453	48	2	0	0	0	50	2	0.04
3521	1458	53	4	0	0	0	57	4	0.07017543859649122
3522	1482	48	0	0	0	0	48	0	0
3523	1461	48	2	0	0	0	50	2	0.04
3524	1506	35	1	0	0	0	36	1	0.027777777777777776
3525	1483	49	0	0	0	0	49	0	0
3526	1482	61	2	1	0	0	64	3	0.046875
3527	1454	50	1	0	0	0	51	1	0.0196078431372549
3528	1473	53	1	0	0	0	54	1	0.018518518518518517
3529	1451	44	4	0	0	0	48	4	0.08333333333333333
353	1487	40	2	0	0	0	42	2	0.047619047619047616
3530	1477	43	2	1	0	0	46	3	0.06521739130434782
3531	1456	46	3	1	0	0	50	4	0.08
3532	1438	51	1	0	0	0	52	1	0.019230769230769232
3533	1474	40	0	0	0	0	40	0	0
3534	1460	33	2	0	0	0	35	2	0.05714285714285714
3535	1449	50	4	0	0	0	54	4	0.07407407407407407
3536	1494	43	2	0	0	0	45	2	0.044444444444444446
3537	1477	49	2	0	0	0	51	2	0.0392156862745098
3538	1436	46	3	0	0	0	49	3	0.061224489795918366
3539	1477	44	1	0	0	0	45	1	0.022222222222222223
354	1477	54	5	0	0	0	59	5	0.0847457627118644
3540	1471	48	3	0	0	0	51	3	0.058823529411764705
3541	1443	44	3	0	0	0	47	3	0.06382978723404255
3542	1473	39	6	1	0	0	46	7	0.15217391304347827
3543	1504	46	6	0	0	0	52	6	0.11538461538461539
3544	1492	47	1	0	0	0	48	1	0.020833333333333332
3545	1477	40	1	0	0	0	41	1	0.024390243902439025
3546	1479	44	5	0	0	0	49	5	0.10204081632653061
3547	1440	44	1	0	0	0	45	1	0.022222222222222223
3548	1473	31	4	0	0	0	35	4	0.11428571428571428
3549	1470	56	0	0	0	0	56	0	0
355	1472	42	2	0	0	0	44	2	0.045454545454545456
3550	1494	46	4	0	0	0	50	4	0.08
3551	1467	51	1	0	0	0	52	1	0.019230769230769232
3552	1452	52	6	0	0	0	58	6	0.10344827586206896
3553	1470	56	3	1	0	0	60	4	0.06666666666666667
3554	1488	48	5	0	0	0	53	5	0.09433962264150944
3555	1484	38	1	0	0	0	39	1	0.02564102564102564
3556	1485	52	1	0	0	0	53	1	0.018867924528301886
3557	1477	43	5	0	0	0	48	5	0.10416666666666667
3558	1441	45	3	0	0	0	48	3	0.0625
3559	1482	46	3	0	0	0	49	3	0.061224489795918366
356	1466	46	3	0	0	0	49	3	0.061224489795918366
3560	1467	36	2	0	0	0	38	2	0.05263157894736842
3561	1492	38	3	0	0	0	41	3	0.07317073170731707
3562	1464	47	2	0	0	0	49	2	0.04081632653061224
